Year,EventName,Driver,Team,QualifyingTime (s),PointsIndex,FinishingPosition
2024,United States Grand Prix,LAW,RB,93.339,0.0,9
2024,United States Grand Prix,COL,Williams,94.062,0.013029315960912053,10
2024,United States Grand Prix,MAG,Haas F1 Team,93.474,0.019543973941368076,11
2024,United States Grand Prix,GAS,Alpine,93.018,0.026058631921824105,12
2024,United States Grand Prix,ALO,Aston Martin,93.309,0.20195439739413681,13
2024,United States Grand Prix,TSU,RB,93.506,0.06840390879478828,14
2024,United States Grand Prix,STR,Aston Martin,93.759,0.0781758957654723,15
2024,United States Grand Prix,ALB,Williams,94.051,0.03908794788273615,16
2024,United States Grand Prix,BOT,Kick Sauber,94.152,0.0,17
2024,United States Grand Prix,OCO,Alpine,93.597,0.016286644951140065,18
2024,United States Grand Prix,ZHO,Kick Sauber,94.228,0.0,19
2024,United States Grand Prix,HAM,Mercedes,94.154,0.5342019543973942,20
2024,Mexico City Grand Prix,SAI,Ferrari,75.946,0.6086956521739131,1
2024,Mexico City Grand Prix,NOR,McLaren,76.26,0.8757763975155279,2
2024,Mexico City Grand Prix,LEC,Ferrari,76.265,0.7950310559006211,3
2024,Mexico City Grand Prix,HAM,Mercedes,76.651,0.5093167701863354,4
2024,Mexico City Grand Prix,RUS,Mercedes,76.356,0.48757763975155277,5
2024,Mexico City Grand Prix,VER,Red Bull Racing,76.171,1.0,6
2024,Mexico City Grand Prix,MAG,Haas F1 Team,76.886,0.018633540372670808,7
2024,Mexico City Grand Prix,PIA,McLaren,77.597,0.7298136645962733,8
2024,Mexico City Grand Prix,HUL,Haas F1 Team,76.995,0.08074534161490683,9
2024,Mexico City Grand Prix,GAS,Alpine,76.892,0.024844720496894408,10
2024,Mexico City Grand Prix,STR,Aston Martin,77.294,0.07453416149068323,11
2024,Mexico City Grand Prix,COL,Williams,77.558,0.015527950310559006,12
2024,Mexico City Grand Prix,OCO,Alpine,77.617,0.015527950310559006,13
2024,Mexico City Grand Prix,BOT,Kick Sauber,77.393,0.0,14
2024,Mexico City Grand Prix,ZHO,Kick Sauber,78.072,0.0,15
2024,Mexico City Grand Prix,LAW,RB,77.162,0.006211180124223602,16
2024,Mexico City Grand Prix,PER,Red Bull Racing,77.611,0.4254658385093168,17
2024,Mexico City Grand Prix,ALO,Aston Martin,77.168,0.19254658385093168,18
2024,Mexico City Grand Prix,ALB,Williams,76.988,0.037267080745341616,19
2024,Mexico City Grand Prix,TSU,RB,77.129,0.06521739130434782,20
2024,São Paulo Grand Prix,VER,Red Bull Racing,87.771,1.0,1
2024,São Paulo Grand Prix,OCO,Alpine,84.475,0.015151515151515152,2
2024,São Paulo Grand Prix,GAS,Alpine,89.42,0.02727272727272727,3
2024,São Paulo Grand Prix,RUS,Mercedes,83.578,0.5060606060606061,4
2024,São Paulo Grand Prix,LEC,Ferrari,84.525,0.8242424242424242,5
2024,São Paulo Grand Prix,NOR,McLaren,83.405,0.9090909090909091,6
2024,São Paulo Grand Prix,TSU,RB,84.111,0.06363636363636363,7
2024,São Paulo Grand Prix,PIA,McLaren,84.686,0.7242424242424242,8
2024,São Paulo Grand Prix,LAW,RB,84.484,0.006060606060606061,9
2024,São Paulo Grand Prix,HAM,Mercedes,91.15,0.5333333333333333,10
2024,São Paulo Grand Prix,PER,Red Bull Racing,88.158,0.41515151515151516,11
2024,São Paulo Grand Prix,BEA,Haas F1 Team,91.229,0.021212121212121213,12
2024,São Paulo Grand Prix,BOT,Kick Sauber,86.472,0.0,13
2024,São Paulo Grand Prix,ALO,Aston Martin,88.998,0.18787878787878787,14
2024,São Paulo Grand Prix,ZHO,Kick Sauber,92.263,0.0,15
2024,São Paulo Grand Prix,SAI,Ferrari,89.406,0.6696969696969697,16
2024,São Paulo Grand Prix,COL,Williams,91.27,0.015151515151515152,17
2024,São Paulo Grand Prix,ALB,Williams,84.657,0.03636363636363636,18
2024,São Paulo Grand Prix,STR,Aston Martin,86.334,0.07272727272727272,19
2024,São Paulo Grand Prix,HUL,Haas F1 Team,91.623,0.08484848484848485,20
2024,Las Vegas Grand Prix,RUS,Mercedes,92.312,0.5028089887640449,1
2024,Las Vegas Grand Prix,HAM,Mercedes,92.567,0.49719101123595505,2
2024,Las Vegas Grand Prix,SAI,Ferrari,92.41,0.6207865168539326,3
2024,Las Vegas Grand Prix,LEC,Ferrari,92.783,0.7921348314606742,4
2024,Las Vegas Grand Prix,VER,Red Bull Racing,92.797,1.0,5
2024,Las Vegas Grand Prix,NOR,McLaren,93.008,0.8651685393258427,6
2024,Las Vegas Grand Prix,PIA,McLaren,93.024,0.6825842696629213,7
2024,Las Vegas Grand Prix,HUL,Haas F1 Team,93.062,0.07865168539325842,8
2024,Las Vegas Grand Prix,TSU,RB,93.029,0.07584269662921349,9
2024,Las Vegas Grand Prix,PER,Red Bull Racing,94.155,0.3848314606741573,10
2024,Las Vegas Grand Prix,ALO,Aston Martin,94.258,0.17415730337078653,11
2024,Las Vegas Grand Prix,MAG,Haas F1 Team,93.297,0.033707865168539325,12
2024,Las Vegas Grand Prix,ZHO,Kick Sauber,93.566,0.0,13
2024,Las Vegas Grand Prix,COL,Williams,93.746,0.014044943820224719,14
2024,Las Vegas Grand Prix,STR,Aston Martin,94.484,0.06741573033707865,15
2024,Las Vegas Grand Prix,LAW,RB,94.087,0.011235955056179775,16
2024,Las Vegas Grand Prix,OCO,Alpine,93.221,0.06460674157303371,17
2024,Las Vegas Grand Prix,BOT,Kick Sauber,94.43,0.0,18
2024,Las Vegas Grand Prix,ALB,Williams,94.425,0.033707865168539325,19
2024,Las Vegas Grand Prix,GAS,Alpine,92.664,0.06741573033707865,20
2024,Qatar Grand Prix,VER,Red Bull Racing,80.52,1.0,1
2024,Qatar Grand Prix,LEC,Ferrari,80.852,0.8032786885245902,2
2024,Qatar Grand Prix,PIA,McLaren,80.829,0.680327868852459,3
2024,Qatar Grand Prix,RUS,Mercedes,80.575,0.5573770491803278,4
2024,Qatar Grand Prix,GAS,Alpine,81.437,0.06557377049180328,5
2024,Qatar Grand Prix,SAI,Ferrari,81.041,0.644808743169399,6
2024,Qatar Grand Prix,ALO,Aston Martin,81.208,0.16939890710382513,7
2024,Qatar Grand Prix,ZHO,Kick Sauber,81.501,0.0,8
2024,Qatar Grand Prix,MAG,Haas F1 Team,81.387,0.03278688524590164,9
2024,Qatar Grand Prix,NOR,McLaren,80.772,0.8661202185792349,10
2024,Qatar Grand Prix,BOT,Kick Sauber,81.731,0.0,11
2024,Qatar Grand Prix,HAM,Mercedes,81.011,0.5327868852459017,12
2024,Qatar Grand Prix,TSU,RB,81.771,0.07923497267759563,13
2024,Qatar Grand Prix,LAW,RB,82.411,0.01092896174863388,14
2024,Qatar Grand Prix,ALB,Williams,82.39,0.03278688524590164,15
2024,Qatar Grand Prix,HUL,Haas F1 Team,82.442,0.08743169398907104,16
2024,Qatar Grand Prix,PER,Red Bull Racing,81.425,0.3770491803278688,17
2024,Qatar Grand Prix,STR,Aston Martin,81.911,0.06557377049180328,18
2024,Qatar Grand Prix,COL,Williams,82.594,0.01366120218579235,19
2024,Qatar Grand Prix,OCO,Alpine,82.714,0.06284153005464481,20
2024,Abu Dhabi Grand Prix,NOR,McLaren,82.595,0.8158567774936062,1
2024,Abu Dhabi Grand Prix,SAI,Ferrari,82.824,0.6240409207161125,2
2024,Abu Dhabi Grand Prix,LEC,Ferrari,83.302,0.7979539641943734,3
2024,Abu Dhabi Grand Prix,HAM,Mercedes,83.887,0.49872122762148335,4
2024,Abu Dhabi Grand Prix,RUS,Mercedes,83.132,0.5524296675191815,5
2024,Abu Dhabi Grand Prix,VER,Red Bull Racing,82.945,1.0,6
2024,Abu Dhabi Grand Prix,GAS,Alpine,82.984,0.08695652173913043,7
2024,Abu Dhabi Grand Prix,HUL,Haas F1 Team,82.886,0.08184143222506395,8
2024,Abu Dhabi Grand Prix,ALO,Aston Martin,83.196,0.17391304347826086,9
2024,Abu Dhabi Grand Prix,PIA,McLaren,82.804,0.6751918158567775,10
2024,Abu Dhabi Grand Prix,ALB,Williams,83.821,0.030690537084398978,11
2024,Abu Dhabi Grand Prix,TSU,RB,83.419,0.0741687979539642,12
2024,Abu Dhabi Grand Prix,ZHO,Kick Sauber,83.88,0.010230179028132993,13
2024,Abu Dhabi Grand Prix,STR,Aston Martin,83.729,0.061381074168797956,14
2024,Abu Dhabi Grand Prix,DOO,Alpine,84.105,0.0,15
2024,Abu Dhabi Grand Prix,MAG,Haas F1 Team,83.632,0.03580562659846547,16
2024,Abu Dhabi Grand Prix,LAW,RB,83.472,0.010230179028132993,17
2024,Abu Dhabi Grand Prix,BOT,Kick Sauber,83.204,0.0,18
2024,Abu Dhabi Grand Prix,COL,Williams,83.912,0.01278772378516624,19
2024,Abu Dhabi Grand Prix,PER,Red Bull Racing,83.264,0.35294117647058826,20
2023,Bahrain Grand Prix,VER,Red Bull Racing,89.708,0.0,1
2023,Bahrain Grand Prix,PER,Red Bull Racing,89.846,0.0,2
2023,Bahrain Grand Prix,ALO,Aston Martin,90.336,0.0,3
2023,Bahrain Grand Prix,SAI,Ferrari,90.154,0.0,4
2023,Bahrain Grand Prix,HAM,Mercedes,90.384,0.0,5
2023,Bahrain Grand Prix,STR,Aston Martin,90.836,0.0,6
2023,Bahrain Grand Prix,RUS,Mercedes,90.34,0.0,7
2023,Bahrain Grand Prix,BOT,Alfa Romeo,91.443,0.0,8
2023,Bahrain Grand Prix,GAS,Alpine,92.181,0.0,9
2023,Bahrain Grand Prix,ALB,Williams,91.461,0.0,10
2023,Bahrain Grand Prix,TSU,AlphaTauri,91.4,0.0,11
2023,Bahrain Grand Prix,SAR,Williams,91.652,0.0,12
2023,Bahrain Grand Prix,MAG,Haas F1 Team,91.892,0.0,13
2023,Bahrain Grand Prix,DEV,AlphaTauri,92.121,0.0,14
2023,Bahrain Grand Prix,HUL,Haas F1 Team,90.809,0.0,15
2023,Bahrain Grand Prix,ZHO,Alfa Romeo,91.473,0.0,16
2023,Bahrain Grand Prix,NOR,McLaren,91.381,0.0,17
2023,Bahrain Grand Prix,OCO,Alpine,90.914,0.0,18
2023,Bahrain Grand Prix,LEC,Ferrari,90.0,0.0,19
2023,Bahrain Grand Prix,PIA,McLaren,92.101,0.0,20
2023,Saudi Arabian Grand Prix,PER,Red Bull Racing,88.265,0.72,1
2023,Saudi Arabian Grand Prix,VER,Red Bull Racing,88.761,1.0,2
2023,Saudi Arabian Grand Prix,ALO,Aston Martin,88.73,0.6,3
2023,Saudi Arabian Grand Prix,RUS,Mercedes,88.857,0.24,4
2023,Saudi Arabian Grand Prix,HAM,Mercedes,89.223,0.4,5
2023,Saudi Arabian Grand Prix,SAI,Ferrari,88.931,0.48,6
2023,Saudi Arabian Grand Prix,LEC,Ferrari,88.42,0.0,7
2023,Saudi Arabian Grand Prix,OCO,Alpine,89.078,0.0,8
2023,Saudi Arabian Grand Prix,GAS,Alpine,89.357,0.08,9
2023,Saudi Arabian Grand Prix,MAG,Haas F1 Team,89.634,0.0,10
2023,Saudi Arabian Grand Prix,TSU,AlphaTauri,89.939,0.0,11
2023,Saudi Arabian Grand Prix,HUL,Haas F1 Team,89.451,0.0,12
2023,Saudi Arabian Grand Prix,ZHO,Alfa Romeo,89.461,0.0,13
2023,Saudi Arabian Grand Prix,DEV,AlphaTauri,90.244,0.0,14
2023,Saudi Arabian Grand Prix,PIA,McLaren,89.243,0.0,15
2023,Saudi Arabian Grand Prix,SAR,Williams,128.51,0.0,16
2023,Saudi Arabian Grand Prix,NOR,McLaren,90.447,0.0,17
2023,Saudi Arabian Grand Prix,BOT,Alfa Romeo,89.668,0.16,18
2023,Saudi Arabian Grand Prix,ALB,Williams,89.994,0.04,19
2023,Saudi Arabian Grand Prix,STR,Aston Martin,88.945,0.32,20
2023,Australian Grand Prix,VER,Red Bull Racing,76.732,1.0,1
2023,Australian Grand Prix,HAM,Mercedes,77.104,0.45454545454545453,2
2023,Australian Grand Prix,ALO,Aston Martin,77.139,0.6818181818181818,3
2023,Australian Grand Prix,STR,Aston Martin,77.308,0.18181818181818182,4
2023,Australian Grand Prix,PER,Red Bull Racing,77.75068421052632,0.9772727272727273,5
2023,Australian Grand Prix,NOR,McLaren,78.119,0.0,6
2023,Australian Grand Prix,HUL,Haas F1 Team,77.412,0.0,7
2023,Australian Grand Prix,PIA,McLaren,78.517,0.0,8
2023,Australian Grand Prix,ZHO,Alfa Romeo,78.54,0.0,9
2023,Australian Grand Prix,TSU,AlphaTauri,78.099,0.0,10
2023,Australian Grand Prix,BOT,Alfa Romeo,78.714,0.09090909090909091,11
2023,Australian Grand Prix,SAI,Ferrari,77.27,0.45454545454545453,12
2023,Australian Grand Prix,GAS,Alpine,77.574,0.09090909090909091,13
2023,Australian Grand Prix,OCO,Alpine,77.768,0.09090909090909091,14
2023,Australian Grand Prix,DEV,AlphaTauri,78.335,0.0,15
2023,Australian Grand Prix,SAR,Williams,78.557,0.0,16
2023,Australian Grand Prix,MAG,Haas F1 Team,78.129,0.022727272727272728,17
2023,Australian Grand Prix,RUS,Mercedes,76.968,0.4090909090909091,18
2023,Australian Grand Prix,ALB,Williams,77.609,0.022727272727272728,19
2023,Australian Grand Prix,LEC,Ferrari,77.369,0.13636363636363635,20
2023,Azerbaijan Grand Prix,PER,Red Bull Racing,100.495,0.782608695652174,1
2023,Azerbaijan Grand Prix,VER,Red Bull Racing,100.391,1.0,2
2023,Azerbaijan Grand Prix,LEC,Ferrari,100.203,0.08695652173913043,3
2023,Azerbaijan Grand Prix,ALO,Aston Martin,101.253,0.6521739130434783,4
2023,Azerbaijan Grand Prix,SAI,Ferrari,101.016,0.2898550724637681,5
2023,Azerbaijan Grand Prix,HAM,Mercedes,101.177,0.5507246376811594,6
2023,Azerbaijan Grand Prix,STR,Aston Martin,101.576,0.2898550724637681,7
2023,Azerbaijan Grand Prix,RUS,Mercedes,101.654,0.2608695652173913,8
2023,Azerbaijan Grand Prix,NOR,McLaren,101.281,0.11594202898550725,9
2023,Azerbaijan Grand Prix,TSU,AlphaTauri,101.569,0.014492753623188406,10
2023,Azerbaijan Grand Prix,PIA,McLaren,101.611,0.057971014492753624,11
2023,Azerbaijan Grand Prix,ALB,Williams,101.818,0.014492753623188406,12
2023,Azerbaijan Grand Prix,MAG,Haas F1 Team,103.417,0.014492753623188406,13
2023,Azerbaijan Grand Prix,GAS,Alpine,104.853,0.057971014492753624,14
2023,Azerbaijan Grand Prix,OCO,Alpine,101.798,0.057971014492753624,15
2023,Azerbaijan Grand Prix,SAR,Williams,102.242,0.0,16
2023,Azerbaijan Grand Prix,HUL,Haas F1 Team,102.755,0.08695652173913043,17
2023,Azerbaijan Grand Prix,BOT,Alfa Romeo,102.259,0.057971014492753624,18
2023,Azerbaijan Grand Prix,ZHO,Alfa Romeo,102.642,0.028985507246376812,19
2023,Azerbaijan Grand Prix,DEV,AlphaTauri,115.282,0.0,20
2023,Miami Grand Prix,VER,Red Bull Racing,86.814,1.0,1
2023,Miami Grand Prix,PER,Red Bull Racing,86.841,0.9080459770114943,2
2023,Miami Grand Prix,ALO,Aston Martin,87.097,0.6551724137931034,3
2023,Miami Grand Prix,RUS,Mercedes,87.743,0.26436781609195403,4
2023,Miami Grand Prix,SAI,Ferrari,87.148,0.3448275862068966,5
2023,Miami Grand Prix,HAM,Mercedes,87.846,0.5287356321839081,6
2023,Miami Grand Prix,LEC,Ferrari,86.964,0.2413793103448276,7
2023,Miami Grand Prix,GAS,Alpine,87.612,0.04597701149425287,8
2023,Miami Grand Prix,OCO,Alpine,87.444,0.04597701149425287,9
2023,Miami Grand Prix,MAG,Haas F1 Team,87.673,0.011494252873563218,10
2023,Miami Grand Prix,TSU,AlphaTauri,88.429,0.022988505747126436,11
2023,Miami Grand Prix,STR,Aston Martin,88.476,0.2988505747126437,12
2023,Miami Grand Prix,BOT,Alfa Romeo,87.564,0.04597701149425287,13
2023,Miami Grand Prix,ALB,Williams,87.795,0.011494252873563218,14
2023,Miami Grand Prix,HUL,Haas F1 Team,87.903,0.06896551724137931,15
2023,Miami Grand Prix,ZHO,Alfa Romeo,88.091,0.022988505747126436,16
2023,Miami Grand Prix,NOR,McLaren,88.394,0.11494252873563218,17
2023,Miami Grand Prix,DEV,AlphaTauri,88.325,0.0,18
2023,Miami Grand Prix,PIA,McLaren,88.484,0.04597701149425287,19
2023,Miami Grand Prix,SAR,Williams,88.577,0.0,20
2023,Monaco Grand Prix,VER,Red Bull Racing,71.365,1.0,1
2023,Monaco Grand Prix,ALO,Aston Martin,71.449,0.6371681415929203,2
2023,Monaco Grand Prix,OCO,Alpine,71.553,0.05309734513274336,3
2023,Monaco Grand Prix,HAM,Mercedes,71.725,0.4778761061946903,4
2023,Monaco Grand Prix,RUS,Mercedes,71.964,0.30973451327433627,5
2023,Monaco Grand Prix,LEC,Ferrari,71.471,0.23893805309734514,6
2023,Monaco Grand Prix,GAS,Alpine,71.933,0.07079646017699115,7
2023,Monaco Grand Prix,SAI,Ferrari,71.63,0.35398230088495575,8
2023,Monaco Grand Prix,NOR,McLaren,72.254,0.08849557522123894,9
2023,Monaco Grand Prix,PIA,McLaren,72.395,0.035398230088495575,10
2023,Monaco Grand Prix,BOT,Alfa Romeo,72.625,0.035398230088495575,11
2023,Monaco Grand Prix,DEV,AlphaTauri,72.428,0.0,12
2023,Monaco Grand Prix,ZHO,Alfa Romeo,73.523,0.017699115044247787,13
2023,Monaco Grand Prix,ALB,Williams,72.527,0.008849557522123894,14
2023,Monaco Grand Prix,TSU,AlphaTauri,72.082,0.017699115044247787,15
2023,Monaco Grand Prix,PER,Red Bull Racing,73.85,0.8584070796460177,16
2023,Monaco Grand Prix,HUL,Haas F1 Team,73.279,0.05309734513274336,17
2023,Monaco Grand Prix,SAR,Williams,73.113,0.0,18
2023,Monaco Grand Prix,MAG,Haas F1 Team,73.27,0.017699115044247787,19
2023,Monaco Grand Prix,STR,Aston Martin,72.623,0.23008849557522124,20
2023,Spanish Grand Prix,VER,Red Bull Racing,72.272,1.0,1
2023,Spanish Grand Prix,HAM,Mercedes,72.818,0.4855072463768116,2
2023,Spanish Grand Prix,RUS,Mercedes,73.326,0.32608695652173914,3
2023,Spanish Grand Prix,PER,Red Bull Racing,73.334,0.7028985507246377,4
2023,Spanish Grand Prix,SAI,Ferrari,72.734,0.3188405797101449,5
2023,Spanish Grand Prix,STR,Aston Martin,72.994,0.18840579710144928,6
2023,Spanish Grand Prix,ALO,Aston Martin,73.098,0.6521739130434783,7
2023,Spanish Grand Prix,OCO,Alpine,73.001,0.15217391304347827,8
2023,Spanish Grand Prix,ZHO,Alfa Romeo,73.521,0.014492753623188406,9
2023,Spanish Grand Prix,GAS,Alpine,72.816,0.10144927536231885,10
2023,Spanish Grand Prix,LEC,Ferrari,74.079,0.2536231884057971,11
2023,Spanish Grand Prix,TSU,AlphaTauri,73.862,0.014492753623188406,12
2023,Spanish Grand Prix,PIA,McLaren,73.059,0.036231884057971016,13
2023,Spanish Grand Prix,DEV,AlphaTauri,73.581,0.0,14
2023,Spanish Grand Prix,HUL,Haas F1 Team,73.229,0.043478260869565216,15
2023,Spanish Grand Prix,ALB,Williams,74.063,0.007246376811594203,16
2023,Spanish Grand Prix,NOR,McLaren,72.776,0.08695652173913043,17
2023,Spanish Grand Prix,MAG,Haas F1 Team,74.042,0.014492753623188406,18
2023,Spanish Grand Prix,BOT,Alfa Romeo,73.977,0.028985507246376812,19
2023,Spanish Grand Prix,SAR,Williams,74.699,0.0,20
2023,Canadian Grand Prix,VER,Red Bull Racing,79.092,1.0,1
2023,Canadian Grand Prix,ALO,Aston Martin,79.776,0.5853658536585366,2
2023,Canadian Grand Prix,HAM,Mercedes,80.426,0.5182926829268293,3
2023,Canadian Grand Prix,LEC,Ferrari,80.615,0.21341463414634146,4
2023,Canadian Grand Prix,SAI,Ferrari,79.856,0.32926829268292684,5
2023,Canadian Grand Prix,PER,Red Bull Racing,80.959,0.6646341463414634,6
2023,Canadian Grand Prix,ALB,Williams,78.725,0.006097560975609756,7
2023,Canadian Grand Prix,OCO,Alpine,80.406,0.1524390243902439,8
2023,Canadian Grand Prix,STR,Aston Martin,81.484,0.2073170731707317,9
2023,Canadian Grand Prix,BOT,Alfa Romeo,81.821,0.024390243902439025,10
2023,Canadian Grand Prix,PIA,McLaren,79.659,0.03048780487804878,11
2023,Canadian Grand Prix,GAS,Alpine,82.886,0.09146341463414634,12
2023,Canadian Grand Prix,NOR,McLaren,79.347,0.07317073170731707,13
2023,Canadian Grand Prix,TSU,AlphaTauri,82.746,0.012195121951219513,14
2023,Canadian Grand Prix,HUL,Haas F1 Team,80.305,0.036585365853658534,15
2023,Canadian Grand Prix,ZHO,Alfa Romeo,83.342,0.024390243902439025,16
2023,Canadian Grand Prix,MAG,Haas F1 Team,81.678,0.012195121951219513,17
2023,Canadian Grand Prix,DEV,AlphaTauri,83.137,0.0,18
2023,Canadian Grand Prix,RUS,Mercedes,80.098,0.36585365853658536,19
2023,Canadian Grand Prix,SAR,Williams,83.337,0.0,20
2023,Austrian Grand Prix,VER,Red Bull Racing,64.391,1.0,1
2023,Austrian Grand Prix,LEC,Ferrari,64.439,0.24867724867724866,2
2023,Austrian Grand Prix,PER,Red Bull Racing,65.177,0.6243386243386243,3
2023,Austrian Grand Prix,NOR,McLaren,64.658,0.06349206349206349,4
2023,Austrian Grand Prix,ALO,Aston Martin,64.911,0.6031746031746031,5
2023,Austrian Grand Prix,SAI,Ferrari,64.581,0.3386243386243386,6
2023,Austrian Grand Prix,RUS,Mercedes,65.428,0.31746031746031744,7
2023,Austrian Grand Prix,HAM,Mercedes,64.819,0.5291005291005291,8
2023,Austrian Grand Prix,STR,Aston Martin,64.893,0.19047619047619047,9
2023,Austrian Grand Prix,GAS,Alpine,65.17,0.07936507936507936,10
2023,Austrian Grand Prix,ALB,Williams,65.387,0.037037037037037035,11
2023,Austrian Grand Prix,ZHO,Alfa Romeo,65.818,0.021164021164021163,12
2023,Austrian Grand Prix,SAR,Williams,65.948,0.0,13
2023,Austrian Grand Prix,OCO,Alpine,65.453,0.15343915343915343,14
2023,Austrian Grand Prix,BOT,Alfa Romeo,65.68,0.026455026455026454,15
2023,Austrian Grand Prix,PIA,McLaren,65.605,0.026455026455026454,16
2023,Austrian Grand Prix,DEV,AlphaTauri,65.974,0.0,17
2023,Austrian Grand Prix,MAG,Haas F1 Team,65.971,0.010582010582010581,18
2023,Austrian Grand Prix,TSU,AlphaTauri,65.784,0.010582010582010581,19
2023,Austrian Grand Prix,HUL,Haas F1 Team,65.09,0.031746031746031744,20
2023,British Grand Prix,VER,Red Bull Racing,86.72,1.0,1
2023,British Grand Prix,NOR,McLaren,86.961,0.11162790697674418,2
2023,British Grand Prix,HAM,Mercedes,87.211,0.48372093023255813,3
2023,British Grand Prix,PIA,McLaren,87.092,0.023255813953488372,4
2023,British Grand Prix,RUS,Mercedes,87.155,0.30697674418604654,5
2023,British Grand Prix,PER,Red Bull Racing,89.968,0.6186046511627907,6
2023,British Grand Prix,ALO,Aston Martin,87.659,0.5767441860465117,7
2023,British Grand Prix,ALB,Williams,87.53,0.03255813953488372,8
2023,British Grand Prix,LEC,Ferrari,87.136,0.3023255813953488,9
2023,British Grand Prix,SAI,Ferrari,87.148,0.33488372093023255,10
2023,British Grand Prix,SAR,Williams,89.031,0.0,11
2023,British Grand Prix,BOT,Alfa Romeo,89.798,0.023255813953488372,12
2023,British Grand Prix,HUL,Haas F1 Team,88.896,0.027906976744186046,13
2023,British Grand Prix,STR,Aston Martin,88.935,0.17674418604651163,14
2023,British Grand Prix,ZHO,Alfa Romeo,90.123,0.018604651162790697,15
2023,British Grand Prix,TSU,AlphaTauri,90.025,0.009302325581395349,16
2023,British Grand Prix,DEV,AlphaTauri,90.513,0.0,17
2023,British Grand Prix,GAS,Alpine,87.689,0.07441860465116279,18
2023,British Grand Prix,MAG,Haas F1 Team,92.378,0.009302325581395349,19
2023,British Grand Prix,OCO,Alpine,88.956,0.13488372093023257,20
2023,Hungarian Grand Prix,VER,Red Bull Racing,76.612,1.0,1
2023,Hungarian Grand Prix,NOR,McLaren,76.694,0.17427385892116182,2
2023,Hungarian Grand Prix,PER,Red Bull Racing,77.045,0.5850622406639004,3
2023,Hungarian Grand Prix,HAM,Mercedes,76.609,0.49377593360995853,4
2023,Hungarian Grand Prix,PIA,McLaren,76.905,0.07053941908713693,5
2023,Hungarian Grand Prix,RUS,Mercedes,79.027,0.3153526970954357,6
2023,Hungarian Grand Prix,LEC,Ferrari,76.992,0.27800829875518673,7
2023,Hungarian Grand Prix,SAI,Ferrari,77.703,0.3029045643153527,8
2023,Hungarian Grand Prix,ALO,Aston Martin,77.035,0.5394190871369294,9
2023,Hungarian Grand Prix,STR,Aston Martin,78.144,0.15767634854771784,10
2023,Hungarian Grand Prix,ALB,Williams,78.917,0.04564315352697095,11
2023,Hungarian Grand Prix,BOT,Alfa Romeo,77.034,0.02074688796680498,12
2023,Hungarian Grand Prix,RIC,AlphaTauri,78.002,0.0,13
2023,Hungarian Grand Prix,HUL,Haas F1 Team,77.186,0.024896265560165973,14
2023,Hungarian Grand Prix,TSU,AlphaTauri,78.919,0.008298755186721992,15
2023,Hungarian Grand Prix,ZHO,Alfa Romeo,76.971,0.016597510373443983,16
2023,Hungarian Grand Prix,MAG,Haas F1 Team,79.206,0.008298755186721992,17
2023,Hungarian Grand Prix,SAR,Williams,79.248,0.0,18
2023,Hungarian Grand Prix,OCO,Alpine,77.841,0.12033195020746888,19
2023,Hungarian Grand Prix,GAS,Alpine,78.217,0.06639004149377593,20
2023,Belgian Grand Prix,VER,Red Bull Racing,106.168,1.0,1
2023,Belgian Grand Prix,PER,Red Bull Racing,107.045,0.5842696629213483,2
2023,Belgian Grand Prix,LEC,Ferrari,106.988,0.27340823970037453,3
2023,Belgian Grand Prix,HAM,Mercedes,107.087,0.49063670411985016,4
2023,Belgian Grand Prix,ALO,Aston Martin,107.843,0.4943820224719101,5
2023,Belgian Grand Prix,RUS,Mercedes,107.805,0.3146067415730337,6
2023,Belgian Grand Prix,NOR,McLaren,107.669,0.2247191011235955,7
2023,Belgian Grand Prix,OCO,Alpine,116.372,0.10861423220973783,8
2023,Belgian Grand Prix,STR,Aston Martin,108.841,0.14606741573033707,9
2023,Belgian Grand Prix,TSU,AlphaTauri,113.148,0.00749063670411985,10
2023,Belgian Grand Prix,GAS,Alpine,113.671,0.0599250936329588,11
2023,Belgian Grand Prix,BOT,Alfa Romeo,114.694,0.018726591760299626,12
2023,Belgian Grand Prix,ZHO,Alfa Romeo,120.832,0.0149812734082397,13
2023,Belgian Grand Prix,ALB,Williams,120.314,0.04119850187265917,14
2023,Belgian Grand Prix,MAG,Haas F1 Team,114.16,0.00749063670411985,15
2023,Belgian Grand Prix,RIC,AlphaTauri,122.159,0.0,16
2023,Belgian Grand Prix,SAR,Williams,121.535,0.0,17
2023,Belgian Grand Prix,HUL,Haas F1 Team,123.166,0.02247191011235955,18
2023,Belgian Grand Prix,SAI,Ferrari,107.152,0.2883895131086142,19
2023,Belgian Grand Prix,PIA,McLaren,107.365,0.10112359550561797,20
2023,Dutch Grand Prix,VER,Red Bull Racing,70.567,1.0,1
2023,Dutch Grand Prix,ALO,Aston Martin,71.506,0.4863013698630137,2
2023,Dutch Grand Prix,GAS,Alpine,80.128,0.0547945205479452,3
2023,Dutch Grand Prix,PER,Red Bull Racing,71.88,0.5958904109589042,4
2023,Dutch Grand Prix,SAI,Ferrari,71.754,0.2636986301369863,5
2023,Dutch Grand Prix,HAM,Mercedes,80.151,0.4931506849315068,6
2023,Dutch Grand Prix,NOR,McLaren,71.104,0.22602739726027396,7
2023,Dutch Grand Prix,ALB,Williams,71.419,0.03767123287671233,8
